B737
1.0000000 	0.0009500 
0.9900000 	0.0031500 
0.9799990 	0.0053400 
0.9699990 	0.0075210 
0.9500000 	0.0118300 
0.9299990 	0.0160200 
0.9000000 	0.0219900 
0.8599990 	0.0291900 
0.8199990 	0.0354300 
0.7800000 	0.0406910 
0.7400000 	0.0450110 
0.7000000 	0.0484710 
0.6499990 	0.0517900 
0.5999990 	0.0541300 
0.5499990 	0.0556200 
0.4999990 	0.0563410 
0.4499990 	0.0563200 
0.4000010 	0.0556200 
0.3500010 	0.0542610 
0.3000000 	0.0523110 
0.2600000 	0.0503000 
0.2200000 	0.0478800 
0.1900010 	0.0457600 
0.1600000 	0.0432200 
0.1400010 	0.0412110 
0.1200000 	0.0388800 
0.1000000 	0.0361700 
0.0800010 	0.0330400 
0.0699990 	0.0312900 
0.0600000 	0.0294000 
0.0500000 	0.0273510 
0.0400000 	0.0250800 
0.0320010 	0.0230500 
0.0260010 	0.0213600 
0.0199990 	0.0194600 
0.0140000 	0.0171700 
0.0120000 	0.0162400 
0.0100000 	0.0151910 
0.0080000 	0.0139800 
0.0060000 	0.0125100 
0.0050010 	0.0116300 
0.0040000 	0.0106100 
0.0030010 	0.0093900 
0.0020000 	0.0078200 
0.0013990 	0.0065700 
0.0008010 	0.0050010 
0.0004000 	0.0035900 
0.0002000 	0.0026000 
0.0001010 	0.0016800 
0.0000000 	0.0000000 
0.0001010 	-0.0016200 
0.0002000 	-0.0025000 
0.0004000 	-0.0035400 
0.0008010 	-0.0049490 
0.0013990 	-0.0064900 
0.0020000 	-0.0077100 
0.0030010 	-0.0093500 
0.0040000 	-0.0106190 
0.0050010 	-0.0117990 
0.0060000 	-0.0127790 
0.0080000 	-0.0144000 
0.0100000 	-0.0157590 
0.0120000 	-0.0168800 
0.0140000 	-0.0180090 
0.0199990 	-0.0207790 
0.0260010 	-0.0229600 
0.0320010 	-0.0249100 
0.0400000 	-0.0271490 
0.0500000 	-0.0295400 
0.0600000 	-0.0315890 
0.0699990 	-0.0333500 
0.0800010 	-0.0348890 
0.1000000 	-0.0373900 
0.1200000 	-0.0392990 
0.1400010 	-0.0408200 
0.1600000 	-0.0420100 
0.1900010 	-0.0434090 
0.2200000 	-0.0444500 
0.2600000 	-0.0454000 
0.3000000 	-0.0458100 
0.3500010 	-0.0458800 
0.4000010 	-0.0450790 
0.4499990 	-0.0433790 
0.4999990 	-0.0405900 
0.5499990 	-0.0365900 
0.5999990 	-0.0313090 
0.6499990 	-0.0248990 
0.7000000 	-0.0176790 
0.7400000 	-0.0119600 
0.7800000 	-0.0061390 
0.8199990 	-0.0013190 
0.8599990 	0.0021410 
0.9000000 	0.0038800 
0.9299990 	0.0039410 
0.9500000 	0.0033400 
0.9699990 	0.0022400 
0.9799990 	0.0014910 
0.9900000 	0.0006100 
1.0000000 	0.0009500
